Cancer site,Sex,Age group,Survival type,Stage,Survival time (years),Cohort,Country,Number of patients,Net survival,Net survival lower CI,Net survival upper CI
Hodgkin Lymphoma,Women,75-99,Non-standardised,All stages combined,1-year,2013-2017,England,525,61.1,56.7,65.6
Hodgkin Lymphoma,Women,All ages,Non-standardised,All stages combined,1-year,2013-2017,England,"3,602",89.9,88.8,90.9
Hodgkin Lymphoma,Women,All ages,Age-standardised,All stages combined,1-year,2013-2017,England,"3,602",91.4,90.5,92.3
Hodgkin Lymphoma,Women,15-44,Non-standardised,Stage 1,5-years,2013-2017,England,125,:,:,:
Hodgkin Lymphoma,Women,45-54,Non-standardised,Stage 1,5-years,2013-2017,England,39,:,:,:
Hodgkin Lymphoma,Women,55-64,Non-standardised,Stage 1,5-years,2013-2017,England,45,91.1,73.7,108.6
Hodgkin Lymphoma,Women,65-74,Non-standardised,Stage 1,5-years,2013-2017,England,72,:,:,:
Hodgkin Lymphoma,Women,75-99,Non-standardised,Stage 1,5-years,2013-2017,England,64,:,:,:
Hodgkin Lymphoma,Women,All ages,Non-standardised,Stage 1,5-years,2013-2017,England,345,88.4,82.3,94.5
Hodgkin Lymphoma,Women,All ages,Age-standardised,Stage 1,5-years,2013-2017,England,345,:,:,:
Hodgkin Lymphoma,Women,15-44,Non-standardised,Stage 2,5-years,2013-2017,England,882,:,:,:
Hodgkin Lymphoma,Women,45-54,Non-standardised,Stage 2,5-years,2013-2017,England,131,:,:,:
Hodgkin Lymphoma,Women,55-64,Non-standardised,Stage 2,5-years,2013-2017,England,97,:,:,:
Hodgkin Lymphoma,Women,65-74,Non-standardised,Stage 2,5-years,2013-2017,England,101,:,:,:
Hodgkin Lymphoma,Women,75-99,Non-standardised,Stage 2,5-years,2013-2017,England,111,54.3,39.7,69.0
Hodgkin Lymphoma,Women,All ages,Non-standardised,Stage 2,5-years,2013-2017,England,"1,322",92.2,90.1,94.4
Hodgkin Lymphoma,Women,All ages,Age-standardised,Stage 2,5-years,2013-2017,England,"1,322",:,:,:
Hodgkin Lymphoma,Women,15-44,Non-standardised,Stage 3,5-years,2013-2017,England,256,:,:,:
Hodgkin Lymphoma,Women,45-54,Non-standardised,Stage 3,5-years,2013-2017,England,46,:,:,:
Hodgkin Lymphoma,Women,55-64,Non-standardised,Stage 3,5-years,2013-2017,England,69,:,:,:
Hodgkin Lymphoma,Women,65-74,Non-standardised,Stage 3,5-years,2013-2017,England,115,:,:,:
Hodgkin Lymphoma,Women,75-99,Non-standardised,Stage 3,5-years,2013-2017,England,123,:,:,:
Hodgkin Lymphoma,Women,All ages,Non-standardised,Stage 3,5-years,2013-2017,England,609,78.7,74.1,83.2
Hodgkin Lymphoma,Women,All ages,Age-standardised,Stage 3,5-years,2013-2017,England,609,:,:,:
Hodgkin Lymphoma,Women,15-44,Non-standardised,Stage 4,5-years,2013-2017,England,437,:,:,:
Hodgkin Lymphoma,Women,45-54,Non-standardised,Stage 4,5-years,2013-2017,England,95,:,:,:
Hodgkin Lymphoma,Women,55-64,Non-standardised,Stage 4,5-years,2013-2017,England,124,65.6,53.1,78.2
Hodgkin Lymphoma,Women,65-74,Non-standardised,Stage 4,5-years,2013-2017,England,142,50.9,40.0,61.8
Hodgkin Lymphoma,Women,75-99,Non-standardised,Stage 4,5-years,2013-2017,England,139,:,:,:
Hodgkin Lymphoma,Women,All ages,Non-standardised,Stage 4,5-years,2013-2017,England,937,72.3,68.5,76.1
Hodgkin Lymphoma,Women,All ages,Age-standardised,Stage 4,5-years,2013-2017,England,937,:,:,:
Hodgkin Lymphoma,Women,15-44,Non-standardised,Unknown/missing,5-years,2013-2017,England,170,:,:,:
Hodgkin Lymphoma,Women,45-54,Non-standardised,Unknown/missing,5-years,2013-2017,England,31,:,:,:
Hodgkin Lymphoma,Women,55-64,Non-standardised,Unknown/missing,5-years,2013-2017,England,41,:,:,:
Hodgkin Lymphoma,Women,65-74,Non-standardised,Unknown/missing,5-years,2013-2017,England,59,49.6,34.7,64.4
Hodgkin Lymphoma,Women,75-99,Non-standardised,Unknown/missing,5-years,2013-2017,England,88,:,:,:
Hodgkin Lymphoma,Women,All ages,Non-standardised,Unknown/missing,5-years,2013-2017,England,389,69.9,64.6,75.2
Hodgkin Lymphoma,Women,All ages,Age-standardised,Unknown/missing,5-years,2013-2017,England,389,:,:,:
Hodgkin Lymphoma,Women,15-54,Non-standardised,All stages combined,5-years,2013-2017,England,"2,212",96.2,95.2,97.2
Hodgkin Lymphoma,Women,55-64,Non-standardised,All stages combined,5-years,2013-2017,England,376,76.6,70.3,83.0
Hodgkin Lymphoma,Women,65-74,Non-standardised,All stages combined,5-years,2013-2017,England,489,64.9,58.7,71.0
Hodgkin Lymphoma,Women,75-99,Non-standardised,All stages combined,5-years,2013-2017,England,525,41.7,35.4,48.1
Hodgkin Lymphoma,Women,All ages,Non-standardised,All stages combined,5-years,2013-2017,England,"3,602",82.0,80.3,83.7
Hodgkin Lymphoma,Women,All ages,Age-standardised,All stages combined,5-years,2013-2017,England,"3,602",83.2,81.5,85.0
Hodgkin Lymphoma,Persons,15-44,Non-standardised,Stage 1,1-year,2013-2017,England,415,99.8,99.3,100.2
Hodgkin Lymphoma,Persons,45-54,Non-standardised,Stage 1,1-year,2013-2017,England,151,98.2,96.0,100.4
Hodgkin Lymphoma,Persons,55-64,Non-standardised,Stage 1,1-year,2013-2017,England,132,98.3,95.7,100.8
Hodgkin Lymphoma,Persons,65-74,Non-standardised,Stage 1,1-year,2013-2017,England,165,93.3,89.2,97.5
Hodgkin Lymphoma,Persons,75-99,Non-standardised,Stage 1,1-year,2013-2017,England,124,82.4,74.5,90.2
Hodgkin Lymphoma,Persons,All ages,Non-standardised,Stage 1,1-year,2013-2017,England,987,96.1,94.7,97.5
Hodgkin Lymphoma,Persons,All ages,Age-standardised,Stage 1,1-year,2013-2017,England,987,96.9,95.8,98.0
Hodgkin Lymphoma,Persons,15-44,Non-standardised,Stage 2,1-year,2013-2017,England,"1,709",99.7,99.4,100.0
Hodgkin Lymphoma,Persons,45-54,Non-standardised,Stage 2,1-year,2013-2017,England,303,97.9,96.2,99.6
Hodgkin Lymphoma,Persons,55-64,Non-standardised,Stage 2,1-year,2013-2017,England,250,96.1,93.6,98.7
Hodgkin Lymphoma,Persons,65-74,Non-standardised,Stage 2,1-year,2013-2017,England,207,89.0,84.5,93.5
Hodgkin Lymphoma,Persons,75-99,Non-standardised,Stage 2,1-year,2013-2017,England,220,69.6,62.9,76.2
Hodgkin Lymphoma,Persons,All ages,Non-standardised,Stage 2,1-year,2013-2017,England,"2,689",95.9,95.1,96.7
Hodgkin Lymphoma,Persons,All ages,Age-standardised,Stage 2,1-year,2013-2017,England,"2,689",94.6,93.5,95.7
Hodgkin Lymphoma,Persons,15-44,Non-standardised,Stage 3,1-year,2013-2017,England,635,99.0,98.1,99.8
Hodgkin Lymphoma,Persons,45-54,Non-standardised,Stage 3,1-year,2013-2017,England,185,97.0,94.5,99.6
Hodgkin Lymphoma,Persons,55-64,Non-standardised,Stage 3,1-year,2013-2017,England,219,89.2,85.0,93.4
Hodgkin Lymphoma,Persons,65-74,Non-standardised,Stage 3,1-year,2013-2017,England,258,79.4,74.3,84.5
Hodgkin Lymphoma,Persons,75-99,Non-standardised,Stage 3,1-year,2013-2017,England,259,56.7,50.2,63.1
Hodgkin Lymphoma,Persons,All ages,Non-standardised,Stage 3,1-year,2013-2017,England,"1,556",87.1,85.3,88.8
Hodgkin Lymphoma,Persons,All ages,Age-standardised,Stage 3,1-year,2013-2017,England,"1,556",90.4,89.1,91.8
Hodgkin Lymphoma,Persons,15-44,Non-standardised,Stage 4,1-year,2013-2017,England,"1,027",98.1,97.3,99.0
Hodgkin Lymphoma,Persons,45-54,Non-standardised,Stage 4,1-year,2013-2017,England,289,92.2,89.1,95.4
Hodgkin Lymphoma,Persons,55-64,Non-standardised,Stage 4,1-year,2013-2017,England,300,81.2,76.7,85.7
Hodgkin Lymphoma,Persons,65-74,Non-standardised,Stage 4,1-year,2013-2017,England,358,70.9,66.1,75.8
Hodgkin Lymphoma,Persons,75-99,Non-standardised,Stage 4,1-year,2013-2017,England,323,53.5,47.8,59.2
Hodgkin Lymphoma,Persons,All ages,Non-standardised,Stage 4,1-year,2013-2017,England,"2,297",84.7,83.1,86.2
Hodgkin Lymphoma,Persons,All ages,Age-standardised,Stage 4,1-year,2013-2017,England,"2,297",87.2,85.9,88.5
Hodgkin Lymphoma,Persons,15-44,Non-standardised,Unknown/missing,1-year,2013-2017,England,349,97.1,95.4,98.9
Hodgkin Lymphoma,Persons,45-54,Non-standardised,Unknown/missing,1-year,2013-2017,England,79,95.1,90.2,99.9
Hodgkin Lymphoma,Persons,55-64,Non-standardised,Unknown/missing,1-year,2013-2017,England,111,85.1,78.3,91.8
Hodgkin Lymphoma,Persons,65-74,Non-standardised,Unknown/missing,1-year,2013-2017,England,139,63.6,55.5,71.7
Hodgkin Lymphoma,Persons,75-99,Non-standardised,Unknown/missing,1-year,2013-2017,England,183,41.7,34.3,49.2
Hodgkin Lymphoma,Persons,All ages,Non-standardised,Unknown/missing,1-year,2013-2017,England,861,78.1,75.2,80.9
Hodgkin Lymphoma,Persons,All ages,Age-standardised,Unknown/missing,1-year,2013-2017,England,861,84.3,82.1,86.5
Hodgkin Lymphoma,Persons,15-44,Non-standardised,All stages combined,1-year,2013-2017,England,"4,135",99.0,98.7,99.3
Hodgkin Lymphoma,Persons,45-54,Non-standardised,All stages combined,1-year,2013-2017,England,"1,007",96.0,94.7,97.2
Hodgkin Lymphoma,Persons,55-64,Non-standardised,All stages combined,1-year,2013-2017,England,"1,012",89.3,87.3,91.3
Hodgkin Lymphoma,Persons,65-74,Non-standardised,All stages combined,1-year,2013-2017,England,"1,127",78.6,76.1,81.1
Hodgkin Lymphoma,Persons,75-99,Non-standardised,All stages combined,1-year,2013-2017,England,"1,109",58.8,55.7,61.9
Hodgkin Lymphoma,Persons,All ages,Non-standardised,All stages combined,1-year,2013-2017,England,"8,390",89.4,88.7,90.1
Hodgkin Lymphoma,Persons,All ages,Age-standardised,All stages combined,1-year,2013-2017,England,"8,390",90.6,90.0,91.2
Hodgkin Lymphoma,Persons,15-44,Non-standardised,Stage 1,5-years,2013-2017,England,415,:,:,:
Hodgkin Lymphoma,Persons,45-54,Non-standardised,Stage 1,5-years,2013-2017,England,151,:,:,:
Hodgkin Lymphoma,Persons,55-64,Non-standardised,Stage 1,5-years,2013-2017,England,132,93.8,85.6,102.0
Hodgkin Lymphoma,Persons,65-74,Non-standardised,Stage 1,5-years,2013-2017,England,165,:,:,:
Hodgkin Lymphoma,Persons,75-99,Non-standardised,Stage 1,5-years,2013-2017,England,124,58.9,42.2,75.5
Hodgkin Lymphoma,Persons,All ages,Non-standardised,Stage 1,5-years,2013-2017,England,987,90.4,87.2,93.6
Hodgkin Lymphoma,Persons,All ages,Age-standardised,Stage 1,5-years,2013-2017,England,987,:,:,:
Hodgkin Lymphoma,Persons,15-44,Non-standardised,Stage 2,5-years,2013-2017,England,"1,709",:,:,:
Hodgkin Lymphoma,Persons,45-54,Non-standardised,Stage 2,5-years,2013-2017,England,303,:,:,:
Hodgkin Lymphoma,Persons,55-64,Non-standardised,Stage 2,5-years,2013-2017,England,250,88.7,82.7,94.7
Hodgkin Lymphoma,Persons,65-74,Non-standardised,Stage 2,5-years,2013-2017,England,207,74.8,64.6,84.9
Hodgkin Lymphoma,Persons,75-99,Non-standardised,Stage 2,5-years,2013-2017,England,220,52.5,39.8,65.3
Hodgkin Lymphoma,Persons,All ages,Non-standardised,Stage 2,5-years,2013-2017,England,"2,689",91.2,89.4,93.0
Hodgkin Lymphoma,Persons,All ages,Age-standardised,Stage 2,5-years,2013-2017,England,"2,689",:,:,:
Hodgkin Lymphoma,Persons,15-44,Non-standardised,Stage 3,5-years,2013-2017,England,635,95.9,93.6,98.1
Hodgkin Lymphoma,Persons,45-54,Non-standardised,Stage 3,5-years,2013-2017,England,185,:,:,:
Hodgkin Lymphoma,Persons,55-64,Non-standardised,Stage 3,5-years,2013-2017,England,219,69.9,58.5,81.3
Hodgkin Lymphoma,Persons,65-74,Non-standardised,Stage 3,5-years,2013-2017,England,258,:,:,:
Hodgkin Lymphoma,Persons,75-99,Non-standardised,Stage 3,5-years,2013-2017,England,259,:,:,:
Hodgkin Lymphoma,Persons,All ages,Non-standardised,Stage 3,5-years,2013-2017,England,"1,556",78.0,75.0,81.0
Hodgkin Lymphoma,Persons,All ages,Age-standardised,Stage 3,5-years,2013-2017,England,"1,556",:,:,:
Hodgkin Lymphoma,Persons,15-54,Non-standardised,Stage 4,5-years,2013-2017,England,"1,316",90.4,88.3,92.4
Hodgkin Lymphoma,Persons,55-64,Non-standardised,Stage 4,5-years,2013-2017,England,300,70.0,63.1,76.9
Hodgkin Lymphoma,Persons,65-74,Non-standardised,Stage 4,5-years,2013-2017,England,358,51.2,44.2,58.3
Hodgkin Lymphoma,Persons,75-99,Non-standardised,Stage 4,5-years,2013-2017,England,323,30.3,22.4,38.3
Hodgkin Lymphoma,Persons,All ages,Non-standardised,Stage 4,5-years,2013-2017,England,"2,297",73.4,71.0,75.7
Hodgkin Lymphoma,Persons,All ages,Age-standardised,Stage 4,5-years,2013-2017,England,"2,297",74.6,72.0,77.3
Hodgkin Lymphoma,Persons,15-44,Non-standardised,Unknown/missing,5-years,2013-2017,England,349,:,:,:
Hodgkin Lymphoma,Persons,45-54,Non-standardised,Unknown/missing,5-years,2013-2017,England,79,:,:,:
Hodgkin Lymphoma,Persons,55-64,Non-standardised,Unknown/missing,5-years,2013-2017,England,111,68.4,58.4,78.3
Hodgkin Lymphoma,Persons,65-74,Non-standardised,Unknown/missing,5-years,2013-2017,England,139,43.9,34.3,53.5
Hodgkin Lymphoma,Persons,75-99,Non-standardised,Unknown/missing,5-years,2013-2017,England,183,26.6,17.9,35.2
Hodgkin Lymphoma,Persons,All ages,Non-standardised,Unknown/missing,5-years,2013-2017,England,861,68.5,64.8,72.1
Hodgkin Lymphoma,Persons,All ages,Age-standardised,Unknown/missing,5-years,2013-2017,England,861,:,:,:
Hodgkin Lymphoma,Persons,15-44,Non-standardised,All stages combined,5-years,2013-2017,England,"4,135",96.3,95.6,97.0
Hodgkin Lymphoma,Persons,45-54,Non-standardised,All stages combined,5-years,2013-2017,England,"1,007",91.2,88.9,93.6
Hodgkin Lymphoma,Persons,55-64,Non-standardised,All stages combined,5-years,2013-2017,England,"1,012",77.9,74.2,81.6
Hodgkin Lymphoma,Persons,65-74,Non-standardised,All stages combined,5-years,2013-2017,England,"1,127",63.1,59.1,67.2
Hodgkin Lymphoma,Persons,75-99,Non-standardised,All stages combined,5-years,2013-2017,England,"1,109",39.3,34.5,44.2
Hodgkin Lymphoma,Persons,All ages,Non-standardised,All stages combined,5-years,2013-2017,England,"8,390",81.5,80.3,82.6
Hodgkin Lymphoma,Persons,All ages,Age-standardised,All stages combined,5-years,2013-2017,England,"8,390",82.2,80.9,83.5
Kidney,Men,15-44,Non-standardised,Stage 1,1-year,2013-2017,England,710,99.4,98.8,100.0
Kidney,Men,45-54,Non-standardised,Stage 1,1-year,2013-2017,England,"1,566",98.9,98.3,99.5
Kidney,Men,55-64,Non-standardised,Stage 1,1-year,2013-2017,England,"2,368",98.3,97.6,98.9
Kidney,Men,65-74,Non-standardised,Stage 1,1-year,2013-2017,England,"3,205",97.6,96.9,98.3
Kidney,Men,75-99,Non-standardised,Stage 1,1-year,2013-2017,England,"2,926",89.9,88.4,91.3
Kidney,Men,All ages,Non-standardised,Stage 1,1-year,2013-2017,England,"10,775",96.0,95.5,96.5
Kidney,Men,All ages,Age-standardised,Stage 1,1-year,2013-2017,England,"10,775",95.7,95.2,96.2
Kidney,Men,15-44,Non-standardised,Stage 2,1-year,2013-2017,England,156,98.2,96.0,100.4
Kidney,Men,45-54,Non-standardised,Stage 2,1-year,2013-2017,England,344,98.3,96.8,99.8
Kidney,Men,55-64,Non-standardised,Stage 2,1-year,2013-2017,England,504,97.8,96.3,99.3
Kidney,Men,65-74,Non-standardised,Stage 2,1-year,2013-2017,England,581,93.0,90.6,95.3
Kidney,Men,75-99,Non-standardised,Stage 2,1-year,2013-2017,England,508,83.6,79.6,87.5
Kidney,Men,All ages,Non-standardised,Stage 2,1-year,2013-2017,England,"2,093",93.1,91.9,94.4
Kidney,Men,All ages,Age-standardised,Stage 2,1-year,2013-2017,England,"2,093",92.1,90.7,93.6
Kidney,Men,15-44,Non-standardised,Stage 3,1-year,2013-2017,England,205,94.8,91.7,97.9
Kidney,Men,45-54,Non-standardised,Stage 3,1-year,2013-2017,England,593,96.4,94.9,98.0
Kidney,Men,55-64,Non-standardised,Stage 3,1-year,2013-2017,England,"1,071",94.5,93.0,95.9
Kidney,Men,65-74,Non-standardised,Stage 3,1-year,2013-2017,England,"1,482",95.2,93.9,96.5
Kidney,Men,75-99,Non-standardised,Stage 3,1-year,2013-2017,England,"1,138",87.2,84.8,89.6
Kidney,Men,All ages,Non-standardised,Stage 3,1-year,2013-2017,England,"4,489",93.1,92.3,94.0
Kidney,Men,All ages,Age-standardised,Stage 3,1-year,2013-2017,England,"4,489",92.8,91.8,93.7
Kidney,Men,15-44,Non-standardised,Stage 4,1-year,2013-2017,England,178,52.1,44.7,59.4
Kidney,Men,45-54,Non-standardised,Stage 4,1-year,2013-2017,England,669,50.1,46.3,53.9
Kidney,Men,55-64,Non-standardised,Stage 4,1-year,2013-2017,England,"1,359",46.5,43.8,49.1
Kidney,Men,65-74,Non-standardised,Stage 4,1-year,2013-2017,England,"1,789",41.5,39.2,43.8
Kidney,Men,75-99,Non-standardised,Stage 4,1-year,2013-2017,England,"1,913",29.3,27.1,31.4
Kidney,Men,All ages,Non-standardised,Stage 4,1-year,2013-2017,England,"5,908",40.0,38.7,41.2
Kidney,Men,All ages,Age-standardised,Stage 4,1-year,2013-2017,England,"5,908",40.0,38.7,41.3
Kidney,Men,15-44,Non-standardised,Unstageable,1-year,2013-2017,England,9,:,:,:
Kidney,Men,45-54,Non-standardised,Unstageable,1-year,2013-2017,England,11,:,:,:
Kidney,Men,55-64,Non-standardised,Unstageable,1-year,2013-2017,England,12,:,:,:
Kidney,Men,65-74,Non-standardised,Unstageable,1-year,2013-2017,England,23,70.9,52.3,89.6
Kidney,Men,75-99,Non-standardised,Unstageable,1-year,2013-2017,England,13,:,:,:
Kidney,Men,All ages,Non-standardised,Unstageable,1-year,2013-2017,England,68,61.1,49.2,72.9
Kidney,Men,All ages,Age-standardised,Unstageable,1-year,2013-2017,England,68,:,:,:
Kidney,Men,15-44,Non-standardised,Unknown/missing,1-year,2013-2017,England,192,92.2,88.4,96.0
Kidney,Men,45-54,Non-standardised,Unknown/missing,1-year,2013-2017,England,407,87.9,84.8,91.1
Kidney,Men,55-64,Non-standardised,Unknown/missing,1-year,2013-2017,England,739,81.1,78.2,83.9
Kidney,Men,65-74,Non-standardised,Unknown/missing,1-year,2013-2017,England,"1,153",77.9,75.4,80.4
Kidney,Men,75-99,Non-standardised,Unknown/missing,1-year,2013-2017,England,"1,836",56.3,53.9,58.8
Kidney,Men,All ages,Non-standardised,Unknown/missing,1-year,2013-2017,England,"4,327",70.9,69.4,72.3
Kidney,Men,All ages,Age-standardised,Unknown/missing,1-year,2013-2017,England,"4,327",73.5,72.1,74.8
Kidney,Men,15-44,Non-standardised,All stages combined,1-year,2013-2017,England,"1,450",91.5,90.1,93.0
Kidney,Men,45-54,Non-standardised,All stages combined,1-year,2013-2017,England,"3,590",88.1,87.0,89.1
Kidney,Men,55-64,Non-standardised,All stages combined,1-year,2013-2017,England,"6,053",83.7,82.8,84.7
Kidney,Men,65-74,Non-standardised,All stages combined,1-year,2013-2017,England,"8,233",81.8,80.9,82.7
Kidney,Men,75-99,Non-standardised,All stages combined,1-year,2013-2017,England,"8,334",67.8,66.7,68.9
Kidney,Men,All ages,Non-standardised,All stages combined,1-year,2013-2017,England,"27,660",79.3,78.8,79.8
Kidney,Men,All ages,Age-standardised,All stages combined,1-year,2013-2017,England,"27,660",79.2,78.7,79.7
Kidney,Men,15-44,Non-standardised,Stage 1,5-years,2013-2017,England,710,97.2,95.1,99.4
Kidney,Men,45-54,Non-standardised,Stage 1,5-years,2013-2017,England,"1,566",95.8,94.2,97.5
Kidney,Men,55-64,Non-standardised,Stage 1,5-years,2013-2017,England,"2,368",91.8,89.7,93.9
Kidney,Men,65-74,Non-standardised,Stage 1,5-years,2013-2017,England,"3,205",89.1,86.7,91.4
Kidney,Men,75-99,Non-standardised,Stage 1,5-years,2013-2017,England,"2,926",72.5,67.9,77.2
Kidney,Men,All ages,Non-standardised,Stage 1,5-years,2013-2017,England,"10,775",86.7,85.1,88.3
Kidney,Men,All ages,Age-standardised,Stage 1,5-years,2013-2017,England,"10,775",85.8,84.0,87.6
Kidney,Men,15-44,Non-standardised,Stage 2,5-years,2013-2017,England,156,84.4,74.8,94.0
Kidney,Men,45-54,Non-standardised,Stage 2,5-years,2013-2017,England,344,87.5,82.2,92.9
Kidney,Men,55-64,Non-standardised,Stage 2,5-years,2013-2017,England,504,92.4,88.6,96.2
Kidney,Men,65-74,Non-standardised,Stage 2,5-years,2013-2017,England,581,81.5,76.4,86.7
Kidney,Men,75-99,Non-standardised,Stage 2,5-years,2013-2017,England,508,56.2,47.1,65.3
Kidney,Men,All ages,Non-standardised,Stage 2,5-years,2013-2017,England,"2,093",79.1,75.9,82.3
Kidney,Men,All ages,Age-standardised,Stage 2,5-years,2013-2017,England,"2,093",76.2,72.3,80.3
Kidney,Men,15-54,Non-standardised,Stage 3,5-years,2013-2017,England,798,81.1,77.1,85.2
Kidney,Men,55-64,Non-standardised,Stage 3,5-years,2013-2017,England,"1,071",79.7,76.1,83.3
Kidney,Men,65-74,Non-standardised,Stage 3,5-years,2013-2017,England,"1,482",77.4,73.4,81.4
Kidney,Men,75-99,Non-standardised,Stage 3,5-years,2013-2017,England,"1,138",66.6,60.7,72.4
Kidney,Men,All ages,Non-standardised,Stage 3,5-years,2013-2017,England,"4,489",75.9,73.5,78.2
Kidney,Men,All ages,Age-standardised,Stage 3,5-years,2013-2017,England,"4,489",75.3,72.9,77.8
Kidney,Men,15-44,Non-standardised,Stage 4,5-years,2013-2017,England,178,19.6,12.2,27.1
Kidney,Men,45-54,Non-standardised,Stage 4,5-years,2013-2017,England,669,17.4,13.3,21.6
Kidney,Men,55-64,Non-standardised,Stage 4,5-years,2013-2017,England,"1,359",16.7,13.7,19.7
Kidney,Men,65-74,Non-standardised,Stage 4,5-years,2013-2017,England,"1,789",13.5,11.3,15.8
Kidney,Men,75-99,Non-standardised,Stage 4,5-years,2013-2017,England,"1,913",6.1,4.0,8.2
Kidney,Men,All ages,Non-standardised,Stage 4,5-years,2013-2017,England,"5,908",12.3,10.9,13.7
Kidney,Men,All ages,Age-standardised,Stage 4,5-years,2013-2017,England,"5,908",11.9,10.5,13.5
Kidney,Men,15-44,Non-standardised,Unstageable,5-years,2013-2017,England,9,:,:,:
Kidney,Men,45-54,Non-standardised,Unstageable,5-years,2013-2017,England,11,:,:,:
Kidney,Men,55-64,Non-standardised,Unstageable,5-years,2013-2017,England,12,:,:,:
Kidney,Men,65-74,Non-standardised,Unstageable,5-years,2013-2017,England,23,:,:,:
Kidney,Men,75-99,Non-standardised,Unstageable,5-years,2013-2017,England,13,:,:,:
Kidney,Men,All ages,Non-standardised,Unstageable,5-years,2013-2017,England,68,:,:,:
Kidney,Men,All ages,Age-standardised,Unstageable,5-years,2013-2017,England,68,:,:,:
Kidney,Men,15-44,Non-standardised,Unknown/missing,5-years,2013-2017,England,192,84.6,78.7,90.4
Kidney,Men,45-54,Non-standardised,Unknown/missing,5-years,2013-2017,England,407,79.9,75.5,84.4
Kidney,Men,55-64,Non-standardised,Unknown/missing,5-years,2013-2017,England,739,68.6,64.6,72.7
Kidney,Men,65-74,Non-standardised,Unknown/missing,5-years,2013-2017,England,"1,153",61.8,58.1,65.4
Kidney,Men,75-99,Non-standardised,Unknown/missing,5-years,2013-2017,England,"1,836",38.0,34.2,41.7
Kidney,Men,All ages,Non-standardised,Unknown/missing,5-years,2013-2017,England,"4,327",55.4,53.2,57.6
Kidney,Men,All ages,Age-standardised,Unknown/missing,5-years,2013-2017,England,"4,327",57.9,55.8,60.1
Kidney,Men,15-44,Non-standardised,All stages combined,5-years,2013-2017,England,"1,450",82.1,79.5,84.7
Kidney,Men,45-54,Non-standardised,All stages combined,5-years,2013-2017,England,"3,590",76.3,74.5,78.0
Kidney,Men,55-64,Non-standardised,All stages combined,5-years,2013-2017,England,"6,053",70.0,68.4,71.5
Kidney,Men,65-74,Non-standardised,All stages combined,5-years,2013-2017,England,"8,233",65.8,64.2,67.3
Kidney,Men,75-99,Non-standardised,All stages combined,5-years,2013-2017,England,"8,334",48.0,45.8,50.1
Kidney,Men,All ages,Non-standardised,All stages combined,5-years,2013-2017,England,"27,660",63.4,62.5,64.4
Kidney,Men,All ages,Age-standardised,All stages combined,5-years,2013-2017,England,"27,660",62.9,61.9,64.0
Kidney,Women,15-54,Non-standardised,Stage 1,1-year,2013-2017,England,"1,393",99.8,99.5,100.1
Kidney,Women,55-64,Non-standardised,Stage 1,1-year,2013-2017,England,"1,428",99.1,98.5,99.7
Kidney,Women,65-74,Non-standardised,Stage 1,1-year,2013-2017,England,"1,907",97.2,96.3,98.1
Kidney,Women,75-99,Non-standardised,Stage 1,1-year,2013-2017,England,"2,205",90.6,89.1,92.2
Kidney,Women,All ages,Non-standardised,Stage 1,1-year,2013-2017,England,"6,933",96.0,95.5,96.6
Kidney,Women,All ages,Age-standardised,Stage 1,1-year,2013-2017,England,"6,933",96.2,95.6,96.7
Kidney,Women,15-44,Non-standardised,Stage 2,1-year,2013-2017,England,102,98.1,95.4,100.7
Kidney,Women,45-54,Non-standardised,Stage 2,1-year,2013-2017,England,171,99.0,97.4,100.6
Kidney,Women,55-64,Non-standardised,Stage 2,1-year,2013-2017,England,268,97.1,94.9,99.3
Kidney,Women,65-74,Non-standardised,Stage 2,1-year,2013-2017,England,333,93.9,91.1,96.7
Kidney,Women,75-99,Non-standardised,Stage 2,1-year,2013-2017,England,379,85.0,80.7,89.3
Kidney,Women,All ages,Non-standardised,Stage 2,1-year,2013-2017,England,"1,253",93.0,91.3,94.6
Kidney,Women,All ages,Age-standardised,Stage 2,1-year,2013-2017,England,"1,253",92.8,91.1,94.5
Kidney,Women,15-44,Non-standardised,Stage 3,1-year,2013-2017,England,87,96.6,92.8,100.4
Kidney,Women,45-54,Non-standardised,Stage 3,1-year,2013-2017,England,244,92.0,88.6,95.5
Kidney,Women,55-64,Non-standardised,Stage 3,1-year,2013-2017,England,508,93.0,90.7,95.3
Kidney,Women,65-74,Non-standardised,Stage 3,1-year,2013-2017,England,781,93.1,91.2,95.0
Kidney,Women,75-99,Non-standardised,Stage 3,1-year,2013-2017,England,720,83.6,80.5,86.7
