Cancer site,Sex,Age group,Survival type,Stage,Survival time (years),Cohort,Country,Number of patients,Net survival,Net survival lower CI,Net survival upper CI
Stomach,Women,75-99,Non-standardised,Stage 4,1-year,2013-2017,England,"1,549",11.7,10.1,13.4
Stomach,Women,All ages,Non-standardised,Stage 4,1-year,2013-2017,England,"3,203",19.8,18.4,21.2
Stomach,Women,All ages,Age-standardised,Stage 4,1-year,2013-2017,England,"3,203",21.4,20.0,22.9
Stomach,Women,15-44,Non-standardised,Unstageable,1-year,2013-2017,England,4,:,:,:
Stomach,Women,45-54,Non-standardised,Unstageable,1-year,2013-2017,England,4,:,:,:
Stomach,Women,55-64,Non-standardised,Unstageable,1-year,2013-2017,England,6,:,:,:
Stomach,Women,65-74,Non-standardised,Unstageable,1-year,2013-2017,England,5,:,:,:
Stomach,Women,75-99,Non-standardised,Unstageable,1-year,2013-2017,England,5,:,:,:
Stomach,Women,All ages,Non-standardised,Unstageable,1-year,2013-2017,England,24,74.5,56.7,92.2
Stomach,Women,All ages,Age-standardised,Unstageable,1-year,2013-2017,England,24,:,:,:
Stomach,Women,15-44,Non-standardised,Unknown/missing,1-year,2013-2017,England,76,69.8,59.6,80.0
Stomach,Women,45-54,Non-standardised,Unknown/missing,1-year,2013-2017,England,118,78.0,70.5,85.5
Stomach,Women,55-64,Non-standardised,Unknown/missing,1-year,2013-2017,England,234,57.0,50.6,63.3
Stomach,Women,65-74,Non-standardised,Unknown/missing,1-year,2013-2017,England,435,54.8,50.0,59.5
Stomach,Women,75-99,Non-standardised,Unknown/missing,1-year,2013-2017,England,"1,749",31.9,29.6,34.2
Stomach,Women,All ages,Non-standardised,Unknown/missing,1-year,2013-2017,England,"2,612",41.1,39.1,43.1
Stomach,Women,All ages,Age-standardised,Unknown/missing,1-year,2013-2017,England,"2,612",50.1,47.9,52.4
Stomach,Women,15-44,Non-standardised,All stages combined,1-year,2013-2017,England,388,53.9,49.0,58.9
Stomach,Women,45-54,Non-standardised,All stages combined,1-year,2013-2017,England,603,60.9,57.0,64.8
Stomach,Women,55-64,Non-standardised,All stages combined,1-year,2013-2017,England,"1,156",53.5,50.6,56.4
Stomach,Women,65-74,Non-standardised,All stages combined,1-year,2013-2017,England,"1,999",52.5,50.3,54.8
Stomach,Women,75-99,Non-standardised,All stages combined,1-year,2013-2017,England,"5,082",33.9,32.5,35.3
Stomach,Women,All ages,Non-standardised,All stages combined,1-year,2013-2017,England,"9,228",43.0,41.9,44.0
Stomach,Women,All ages,Age-standardised,All stages combined,1-year,2013-2017,England,"9,228",47.4,46.3,48.5
Stomach,Women,15-44,Non-standardised,Stage 1,5-years,2013-2017,England,39,:,:,:
Stomach,Women,45-54,Non-standardised,Stage 1,5-years,2013-2017,England,65,:,:,:
Stomach,Women,55-64,Non-standardised,Stage 1,5-years,2013-2017,England,131,:,:,:
Stomach,Women,65-74,Non-standardised,Stage 1,5-years,2013-2017,England,205,:,:,:
Stomach,Women,75-99,Non-standardised,Stage 1,5-years,2013-2017,England,448,50.7,40.3,61.0
Stomach,Women,All ages,Non-standardised,Stage 1,5-years,2013-2017,England,888,62.0,55.2,68.8
Stomach,Women,All ages,Age-standardised,Stage 1,5-years,2013-2017,England,888,:,:,:
Stomach,Women,15-54,Non-standardised,Stage 2,5-years,2013-2017,England,111,48.6,36.6,60.6
Stomach,Women,55-64,Non-standardised,Stage 2,5-years,2013-2017,England,144,46.1,33.1,59.1
Stomach,Women,65-74,Non-standardised,Stage 2,5-years,2013-2017,England,267,47.3,39.5,55.1
Stomach,Women,75-99,Non-standardised,Stage 2,5-years,2013-2017,England,681,25.7,20.6,30.9
Stomach,Women,All ages,Non-standardised,Stage 2,5-years,2013-2017,England,"1,203",35.4,31.4,39.3
Stomach,Women,All ages,Age-standardised,Stage 2,5-years,2013-2017,England,"1,203",39.6,35.5,44.2
Stomach,Women,15-44,Non-standardised,Stage 3,5-years,2013-2017,England,45,:,:,:
Stomach,Women,45-54,Non-standardised,Stage 3,5-years,2013-2017,England,82,:,:,:
Stomach,Women,55-64,Non-standardised,Stage 3,5-years,2013-2017,England,171,:,:,:
Stomach,Women,65-74,Non-standardised,Stage 3,5-years,2013-2017,England,350,30.0,23.7,36.3
Stomach,Women,75-99,Non-standardised,Stage 3,5-years,2013-2017,England,650,:,:,:
Stomach,Women,All ages,Non-standardised,Stage 3,5-years,2013-2017,England,"1,298",21.2,18.2,24.2
Stomach,Women,All ages,Age-standardised,Stage 3,5-years,2013-2017,England,"1,298",:,:,:
Stomach,Women,15-44,Non-standardised,Stage 4,5-years,2013-2017,England,193,:,:,:
Stomach,Women,45-54,Non-standardised,Stage 4,5-years,2013-2017,England,254,:,:,:
Stomach,Women,55-64,Non-standardised,Stage 4,5-years,2013-2017,England,470,:,:,:
Stomach,Women,65-74,Non-standardised,Stage 4,5-years,2013-2017,England,737,:,:,:
Stomach,Women,75-99,Non-standardised,Stage 4,5-years,2013-2017,England,"1,549",:,:,:
Stomach,Women,All ages,Non-standardised,Stage 4,5-years,2013-2017,England,"3,203",2.7,2.0,3.5
Stomach,Women,All ages,Age-standardised,Stage 4,5-years,2013-2017,England,"3,203",:,:,:
Stomach,Women,15-44,Non-standardised,Unstageable,5-years,2013-2017,England,4,:,:,:
Stomach,Women,45-54,Non-standardised,Unstageable,5-years,2013-2017,England,4,:,:,:
Stomach,Women,55-64,Non-standardised,Unstageable,5-years,2013-2017,England,6,:,:,:
Stomach,Women,65-74,Non-standardised,Unstageable,5-years,2013-2017,England,5,:,:,:
Stomach,Women,75-99,Non-standardised,Unstageable,5-years,2013-2017,England,5,:,:,:
Stomach,Women,All ages,Non-standardised,Unstageable,5-years,2013-2017,England,24,:,:,:
Stomach,Women,All ages,Age-standardised,Unstageable,5-years,2013-2017,England,24,:,:,:
Stomach,Women,15-44,Non-standardised,Unknown/missing,5-years,2013-2017,England,76,:,:,:
Stomach,Women,45-54,Non-standardised,Unknown/missing,5-years,2013-2017,England,118,:,:,:
Stomach,Women,55-64,Non-standardised,Unknown/missing,5-years,2013-2017,England,234,:,:,:
Stomach,Women,65-74,Non-standardised,Unknown/missing,5-years,2013-2017,England,435,31.7,26.2,37.2
Stomach,Women,75-99,Non-standardised,Unknown/missing,5-years,2013-2017,England,"1,749",12.3,9.9,14.6
Stomach,Women,All ages,Non-standardised,Unknown/missing,5-years,2013-2017,England,"2,612",21.1,18.9,23.2
Stomach,Women,All ages,Age-standardised,Unknown/missing,5-years,2013-2017,England,"2,612",:,:,:
Stomach,Women,15-54,Non-standardised,All stages combined,5-years,2013-2017,England,991,33.4,30.1,36.8
Stomach,Women,55-64,Non-standardised,All stages combined,5-years,2013-2017,England,"1,156",27.3,23.8,30.8
Stomach,Women,65-74,Non-standardised,All stages combined,5-years,2013-2017,England,"1,999",26.9,24.4,29.4
Stomach,Women,75-99,Non-standardised,All stages combined,5-years,2013-2017,England,"5,082",13.8,12.3,15.4
Stomach,Women,All ages,Non-standardised,All stages combined,5-years,2013-2017,England,"9,228",20.4,19.2,21.6
Stomach,Women,All ages,Age-standardised,All stages combined,5-years,2013-2017,England,"9,228",23.2,22.0,24.5
Stomach,Persons,15-44,Non-standardised,Stage 1,1-year,2013-2017,England,89,97.9,94.8,100.9
Stomach,Persons,45-54,Non-standardised,Stage 1,1-year,2013-2017,England,148,97.6,95.0,100.2
Stomach,Persons,55-64,Non-standardised,Stage 1,1-year,2013-2017,England,321,92.0,88.9,95.1
Stomach,Persons,65-74,Non-standardised,Stage 1,1-year,2013-2017,England,665,88.5,85.9,91.1
Stomach,Persons,75-99,Non-standardised,Stage 1,1-year,2013-2017,England,"1,270",80.5,77.9,83.0
Stomach,Persons,All ages,Non-standardised,Stage 1,1-year,2013-2017,England,"2,493",85.7,84.2,87.3
Stomach,Persons,All ages,Age-standardised,Stage 1,1-year,2013-2017,England,"2,493",88.5,87.2,89.9
Stomach,Persons,15-44,Non-standardised,Stage 2,1-year,2013-2017,England,79,86.2,78.6,93.8
Stomach,Persons,45-54,Non-standardised,Stage 2,1-year,2013-2017,England,228,82.3,77.3,87.3
Stomach,Persons,55-64,Non-standardised,Stage 2,1-year,2013-2017,England,481,78.1,74.3,81.8
Stomach,Persons,65-74,Non-standardised,Stage 2,1-year,2013-2017,England,930,77.3,74.5,80.1
Stomach,Persons,75-99,Non-standardised,Stage 2,1-year,2013-2017,England,"1,901",55.4,53.0,57.9
Stomach,Persons,All ages,Non-standardised,Stage 2,1-year,2013-2017,England,"3,619",66.4,64.8,68.1
Stomach,Persons,All ages,Age-standardised,Stage 2,1-year,2013-2017,England,"3,619",71.4,69.9,73.0
Stomach,Persons,15-44,Non-standardised,Stage 3,1-year,2013-2017,England,121,70.3,62.2,78.5
Stomach,Persons,45-54,Non-standardised,Stage 3,1-year,2013-2017,England,336,79.7,75.4,84.0
Stomach,Persons,55-64,Non-standardised,Stage 3,1-year,2013-2017,England,737,73.1,69.9,76.4
Stomach,Persons,65-74,Non-standardised,Stage 3,1-year,2013-2017,England,"1,332",65.4,62.8,68.1
Stomach,Persons,75-99,Non-standardised,Stage 3,1-year,2013-2017,England,"1,947",48.2,45.8,50.5
Stomach,Persons,All ages,Non-standardised,Stage 3,1-year,2013-2017,England,"4,473",60.4,58.9,61.9
Stomach,Persons,All ages,Age-standardised,Stage 3,1-year,2013-2017,England,"4,473",63.2,61.7,64.7
Stomach,Persons,15-44,Non-standardised,Stage 4,1-year,2013-2017,England,388,32.2,27.5,36.8
Stomach,Persons,45-54,Non-standardised,Stage 4,1-year,2013-2017,England,744,28.7,25.4,31.9
Stomach,Persons,55-64,Non-standardised,Stage 4,1-year,2013-2017,England,"1,482",26.0,23.8,28.2
Stomach,Persons,65-74,Non-standardised,Stage 4,1-year,2013-2017,England,"2,731",24.0,22.4,25.7
Stomach,Persons,75-99,Non-standardised,Stage 4,1-year,2013-2017,England,"4,388",13.2,12.1,14.2
Stomach,Persons,All ages,Non-standardised,Stage 4,1-year,2013-2017,England,"9,733",20.1,19.3,20.9
Stomach,Persons,All ages,Age-standardised,Stage 4,1-year,2013-2017,England,"9,733",21.4,20.6,22.3
Stomach,Persons,15-44,Non-standardised,Unstageable,1-year,2013-2017,England,9,:,:,:
Stomach,Persons,45-54,Non-standardised,Unstageable,1-year,2013-2017,England,7,:,:,:
Stomach,Persons,55-64,Non-standardised,Unstageable,1-year,2013-2017,England,7,:,:,:
Stomach,Persons,65-74,Non-standardised,Unstageable,1-year,2013-2017,England,14,78.0,56.2,99.8
Stomach,Persons,75-99,Non-standardised,Unstageable,1-year,2013-2017,England,19,:,:,:
Stomach,Persons,All ages,Non-standardised,Unstageable,1-year,2013-2017,England,56,72.0,59.6,84.4
Stomach,Persons,All ages,Age-standardised,Unstageable,1-year,2013-2017,England,56,:,:,:
Stomach,Persons,15-44,Non-standardised,Unknown/missing,1-year,2013-2017,England,126,69.5,61.4,77.6
Stomach,Persons,45-54,Non-standardised,Unknown/missing,1-year,2013-2017,England,290,65.5,60.0,71.0
Stomach,Persons,55-64,Non-standardised,Unknown/missing,1-year,2013-2017,England,585,57.6,53.6,61.7
Stomach,Persons,65-74,Non-standardised,Unknown/missing,1-year,2013-2017,England,"1,259",49.4,46.6,52.2
Stomach,Persons,75-99,Non-standardised,Unknown/missing,1-year,2013-2017,England,"4,129",31.9,30.4,33.4
Stomach,Persons,All ages,Non-standardised,Unknown/missing,1-year,2013-2017,England,"6,389",39.9,38.7,41.2
Stomach,Persons,All ages,Age-standardised,Unknown/missing,1-year,2013-2017,England,"6,389",47.8,46.4,49.2
Stomach,Persons,15-44,Non-standardised,All stages combined,1-year,2013-2017,England,812,56.6,53.2,60.1
Stomach,Persons,45-54,Non-standardised,All stages combined,1-year,2013-2017,England,"1,753",57.6,55.3,59.9
Stomach,Persons,55-64,Non-standardised,All stages combined,1-year,2013-2017,England,"3,613",53.6,52.0,55.3
Stomach,Persons,65-74,Non-standardised,All stages combined,1-year,2013-2017,England,"6,931",50.0,48.9,51.2
Stomach,Persons,75-99,Non-standardised,All stages combined,1-year,2013-2017,England,"13,654",36.0,35.2,36.9
Stomach,Persons,All ages,Non-standardised,All stages combined,1-year,2013-2017,England,"26,763",44.1,43.4,44.7
Stomach,Persons,All ages,Age-standardised,All stages combined,1-year,2013-2017,England,"26,763",47.4,46.8,48.1
Stomach,Persons,15-54,Non-standardised,Stage 1,5-years,2013-2017,England,237,81.0,74.1,87.8
Stomach,Persons,55-64,Non-standardised,Stage 1,5-years,2013-2017,England,321,66.7,58.9,74.5
Stomach,Persons,65-74,Non-standardised,Stage 1,5-years,2013-2017,England,665,71.2,65.4,77.1
Stomach,Persons,75-99,Non-standardised,Stage 1,5-years,2013-2017,England,"1,270",51.1,44.9,57.3
Stomach,Persons,All ages,Non-standardised,Stage 1,5-years,2013-2017,England,"2,493",61.3,57.5,65.1
Stomach,Persons,All ages,Age-standardised,Stage 1,5-years,2013-2017,England,"2,493",65.3,61.9,68.8
Stomach,Persons,15-54,Non-standardised,Stage 2,5-years,2013-2017,England,307,50.8,43.7,57.8
Stomach,Persons,55-64,Non-standardised,Stage 2,5-years,2013-2017,England,481,39.8,33.4,46.2
Stomach,Persons,65-74,Non-standardised,Stage 2,5-years,2013-2017,England,930,40.4,35.7,45.1
Stomach,Persons,75-99,Non-standardised,Stage 2,5-years,2013-2017,England,"1,901",23.7,20.5,26.9
Stomach,Persons,All ages,Non-standardised,Stage 2,5-years,2013-2017,England,"3,619",32.4,30.0,34.8
Stomach,Persons,All ages,Age-standardised,Stage 2,5-years,2013-2017,England,"3,619",36.0,33.6,38.6
Stomach,Persons,15-54,Non-standardised,Stage 3,5-years,2013-2017,England,457,33.7,28.4,39.1
Stomach,Persons,55-64,Non-standardised,Stage 3,5-years,2013-2017,England,737,28.9,24.6,33.2
Stomach,Persons,65-74,Non-standardised,Stage 3,5-years,2013-2017,England,"1,332",25.0,21.8,28.2
Stomach,Persons,75-99,Non-standardised,Stage 3,5-years,2013-2017,England,"1,947",14.8,12.2,17.4
Stomach,Persons,All ages,Non-standardised,Stage 3,5-years,2013-2017,England,"4,473",22.1,20.3,23.8
Stomach,Persons,All ages,Age-standardised,Stage 3,5-years,2013-2017,England,"4,473",23.5,21.7,25.4
Stomach,Persons,15-44,Non-standardised,Stage 4,5-years,2013-2017,England,388,:,:,:
Stomach,Persons,45-54,Non-standardised,Stage 4,5-years,2013-2017,England,744,:,:,:
Stomach,Persons,55-64,Non-standardised,Stage 4,5-years,2013-2017,England,"1,482",4.6,3.2,6.0
Stomach,Persons,65-74,Non-standardised,Stage 4,5-years,2013-2017,England,"2,731",3.7,2.8,4.6
Stomach,Persons,75-99,Non-standardised,Stage 4,5-years,2013-2017,England,"4,388",:,:,:
Stomach,Persons,All ages,Non-standardised,Stage 4,5-years,2013-2017,England,"9,733",3.2,2.7,3.6
Stomach,Persons,All ages,Age-standardised,Stage 4,5-years,2013-2017,England,"9,733",:,:,:
Stomach,Persons,15-44,Non-standardised,Unstageable,5-years,2013-2017,England,9,:,:,:
Stomach,Persons,45-54,Non-standardised,Unstageable,5-years,2013-2017,England,7,:,:,:
Stomach,Persons,55-64,Non-standardised,Unstageable,5-years,2013-2017,England,7,:,:,:
Stomach,Persons,65-74,Non-standardised,Unstageable,5-years,2013-2017,England,14,:,:,:
Stomach,Persons,75-99,Non-standardised,Unstageable,5-years,2013-2017,England,19,:,:,:
Stomach,Persons,All ages,Non-standardised,Unstageable,5-years,2013-2017,England,56,47.9,29.5,66.3
Stomach,Persons,All ages,Age-standardised,Unstageable,5-years,2013-2017,England,56,:,:,:
Stomach,Persons,15-54,Non-standardised,Unknown/missing,5-years,2013-2017,England,416,46.0,40.6,51.5
Stomach,Persons,55-64,Non-standardised,Unknown/missing,5-years,2013-2017,England,585,36.7,32.2,41.2
Stomach,Persons,65-74,Non-standardised,Unknown/missing,5-years,2013-2017,England,"1,259",27.6,24.6,30.6
Stomach,Persons,75-99,Non-standardised,Unknown/missing,5-years,2013-2017,England,"4,129",11.0,9.6,12.5
Stomach,Persons,All ages,Non-standardised,Unknown/missing,5-years,2013-2017,England,"6,389",18.9,17.6,20.2
Stomach,Persons,All ages,Age-standardised,Unknown/missing,5-years,2013-2017,England,"6,389",24.9,23.4,26.5
Stomach,Persons,15-44,Non-standardised,All stages combined,5-years,2013-2017,England,812,33.7,30.1,37.4
Stomach,Persons,45-54,Non-standardised,All stages combined,5-years,2013-2017,England,"1,753",29.6,27.0,32.1
Stomach,Persons,55-64,Non-standardised,All stages combined,5-years,2013-2017,England,"3,613",25.1,23.3,26.9
Stomach,Persons,65-74,Non-standardised,All stages combined,5-years,2013-2017,England,"6,931",23.6,22.3,24.9
Stomach,Persons,75-99,Non-standardised,All stages combined,5-years,2013-2017,England,"13,654",13.9,13.0,14.9
Stomach,Persons,All ages,Non-standardised,All stages combined,5-years,2013-2017,England,"26,763",19.5,18.8,20.2
Stomach,Persons,All ages,Age-standardised,All stages combined,5-years,2013-2017,England,"26,763",21.6,20.9,22.4
Testis,Men,15-44,Non-standardised,Stage 1,1-year,2013-2017,England,"4,653",99.9,99.8,100.0
Testis,Men,45-54,Non-standardised,Stage 1,1-year,2013-2017,England,977,99.9,99.7,100.2
Testis,Men,55-64,Non-standardised,Stage 1,1-year,2013-2017,England,371,99.5,98.5,100.6
Testis,Men,65-74,Non-standardised,Stage 1,1-year,2013-2017,England,130,99.3,96.7,101.9
Testis,Men,75-99,Non-standardised,Stage 1,1-year,2013-2017,England,48,95.3,87.1,103.5
Testis,Men,All ages,Non-standardised,Stage 1,1-year,2013-2017,England,"6,179",99.9,99.8,100.1
Testis,Men,All ages,Age-standardised,Stage 1,1-year,2013-2017,England,"6,179",99.4,98.5,100.3
Testis,Men,15-44,Non-standardised,Stage 2,1-year,2013-2017,England,496,99.5,98.8,100.2
Testis,Men,45-54,Non-standardised,Stage 2,1-year,2013-2017,England,98,97.2,93.8,100.6
Testis,Men,55-64,Non-standardised,Stage 2,1-year,2013-2017,England,51,:,:,:
Testis,Men,65-74,Non-standardised,Stage 2,1-year,2013-2017,England,11,:,:,:
Testis,Men,75-99,Non-standardised,Stage 2,1-year,2013-2017,England,3,:,:,:
Testis,Men,All ages,Non-standardised,Stage 2,1-year,2013-2017,England,659,99.3,98.6,100.0
Testis,Men,All ages,Age-standardised,Stage 2,1-year,2013-2017,England,659,:,:,:
Testis,Men,15-44,Non-standardised,Stage 3,1-year,2013-2017,England,310,91.0,87.8,94.2
Testis,Men,45-54,Non-standardised,Stage 3,1-year,2013-2017,England,81,87.9,80.8,95.0
Testis,Men,55-64,Non-standardised,Stage 3,1-year,2013-2017,England,35,91.8,82.6,101.0
Testis,Men,65-99,Non-standardised,Stage 3,1-year,2013-2017,England,19,68.9,48.5,89.3
Testis,Men,All ages,Non-standardised,Stage 3,1-year,2013-2017,England,445,89.6,86.7,92.5
Testis,Men,All ages,Age-standardised,Stage 3,1-year,2013-2017,England,445,85.9,80.5,91.5
Testis,Men,15-44,Non-standardised,Stage 4,1-year,2013-2017,England,189,86.8,82.0,91.7
Testis,Men,45-54,Non-standardised,Stage 4,1-year,2013-2017,England,45,73.6,60.8,86.4
Testis,Men,55-64,Non-standardised,Stage 4,1-year,2013-2017,England,15,73.6,52.0,95.1
Testis,Men,65-74,Non-standardised,Stage 4,1-year,2013-2017,England,7,:,:,:
Testis,Men,75-99,Non-standardised,Stage 4,1-year,2013-2017,England,6,:,:,:
Testis,Men,All ages,Non-standardised,Stage 4,1-year,2013-2017,England,262,82.2,77.6,86.9
Testis,Men,All ages,Age-standardised,Stage 4,1-year,2013-2017,England,262,:,:,:
Testis,Men,15-44,Non-standardised,Unstageable,1-year,2013-2017,England,52,96.2,91.0,101.4
Testis,Men,45-54,Non-standardised,Unstageable,1-year,2013-2017,England,21,85.9,71.3,100.5
Testis,Men,55-64,Non-standardised,Unstageable,1-year,2013-2017,England,27,92.7,83.0,102.4
Testis,Men,65-74,Non-standardised,Unstageable,1-year,2013-2017,England,24,92.7,81.7,103.6
Testis,Men,75-99,Non-standardised,Unstageable,1-year,2013-2017,England,34,86.9,75.0,98.8
Testis,Men,All ages,Non-standardised,Unstageable,1-year,2013-2017,England,158,92.2,87.8,96.7
Testis,Men,All ages,Age-standardised,Unstageable,1-year,2013-2017,England,158,93.5,89.6,97.5
Testis,Men,15-44,Non-standardised,Unknown/missing,1-year,2013-2017,England,"1,268",98.9,98.3,99.5
Testis,Men,45-54,Non-standardised,Unknown/missing,1-year,2013-2017,England,279,97.6,95.8,99.5
Testis,Men,55-64,Non-standardised,Unknown/missing,1-year,2013-2017,England,125,93.4,88.8,97.9
Testis,Men,65-74,Non-standardised,Unknown/missing,1-year,2013-2017,England,57,83.5,73.6,93.4
Testis,Men,75-99,Non-standardised,Unknown/missing,1-year,2013-2017,England,34,69.9,52.5,87.2
Testis,Men,All ages,Non-standardised,Unknown/missing,1-year,2013-2017,England,"1,763",97.3,96.5,98.1
Testis,Men,All ages,Age-standardised,Unknown/missing,1-year,2013-2017,England,"1,763",93.3,90.7,95.9
Testis,Men,15-44,Non-standardised,All stages combined,1-year,2013-2017,England,"6,968",98.9,98.7,99.2
Testis,Men,45-54,Non-standardised,All stages combined,1-year,2013-2017,England,"1,501",97.8,97.0,98.6
Testis,Men,55-64,Non-standardised,All stages combined,1-year,2013-2017,England,624,97.1,95.6,98.5
Testis,Men,65-74,Non-standardised,All stages combined,1-year,2013-2017,England,246,92.5,88.9,96.1
Testis,Men,75-99,Non-standardised,All stages combined,1-year,2013-2017,England,127,85.0,77.4,92.5
Testis,Men,All ages,Non-standardised,All stages combined,1-year,2013-2017,England,"9,466",98.3,98.0,98.6
Testis,Men,All ages,Age-standardised,All stages combined,1-year,2013-2017,England,"9,466",96.5,95.5,97.5
Testis,Men,15-44,Non-standardised,Stage 1,5-years,2013-2017,England,"4,653",99.4,99.0,99.9
Testis,Men,45-54,Non-standardised,Stage 1,5-years,2013-2017,England,977,99.9,98.4,101.5
Testis,Men,55-64,Non-standardised,Stage 1,5-years,2013-2017,England,371,99.1,95.7,102.5
Testis,Men,65-74,Non-standardised,Stage 1,5-years,2013-2017,England,130,:,:,:
Testis,Men,75-99,Non-standardised,Stage 1,5-years,2013-2017,England,48,:,:,:
Testis,Men,All ages,Non-standardised,Stage 1,5-years,2013-2017,England,"6,179",99.6,99.0,100.2
Testis,Men,All ages,Age-standardised,Stage 1,5-years,2013-2017,England,"6,179",:,:,:
Testis,Men,15-44,Non-standardised,Stage 2,5-years,2013-2017,England,496,:,:,:
Testis,Men,45-54,Non-standardised,Stage 2,5-years,2013-2017,England,98,:,:,:
Testis,Men,55-64,Non-standardised,Stage 2,5-years,2013-2017,England,51,:,:,:
Testis,Men,65-74,Non-standardised,Stage 2,5-years,2013-2017,England,11,:,:,:
Testis,Men,75-99,Non-standardised,Stage 2,5-years,2013-2017,England,3,:,:,:
Testis,Men,All ages,Non-standardised,Stage 2,5-years,2013-2017,England,659,:,:,:
Testis,Men,All ages,Age-standardised,Stage 2,5-years,2013-2017,England,659,:,:,:
Testis,Men,15-44,Non-standardised,Stage 3,5-years,2013-2017,England,310,:,:,:
Testis,Men,45-54,Non-standardised,Stage 3,5-years,2013-2017,England,81,:,:,:
Testis,Men,55-64,Non-standardised,Stage 3,5-years,2013-2017,England,35,:,:,:
Testis,Men,65-74,Non-standardised,Stage 3,5-years,2013-2017,England,17,:,:,:
Testis,Men,75-99,Non-standardised,Stage 3,5-years,2013-2017,England,2,:,:,:
Testis,Men,All ages,Non-standardised,Stage 3,5-years,2013-2017,England,445,:,:,:
Testis,Men,All ages,Age-standardised,Stage 3,5-years,2013-2017,England,445,:,:,:
Testis,Men,15-44,Non-standardised,Stage 4,5-years,2013-2017,England,189,:,:,:
Testis,Men,45-54,Non-standardised,Stage 4,5-years,2013-2017,England,45,:,:,:
Testis,Men,55-64,Non-standardised,Stage 4,5-years,2013-2017,England,15,:,:,:
Testis,Men,65-74,Non-standardised,Stage 4,5-years,2013-2017,England,7,:,:,:
Testis,Men,75-99,Non-standardised,Stage 4,5-years,2013-2017,England,6,:,:,:
Testis,Men,All ages,Non-standardised,Stage 4,5-years,2013-2017,England,262,:,:,:
Testis,Men,All ages,Age-standardised,Stage 4,5-years,2013-2017,England,262,:,:,:
Testis,Men,15-44,Non-standardised,Unstageable,5-years,2013-2017,England,52,:,:,:
Testis,Men,45-54,Non-standardised,Unstageable,5-years,2013-2017,England,21,:,:,:
Testis,Men,55-64,Non-standardised,Unstageable,5-years,2013-2017,England,27,:,:,:
Testis,Men,65-74,Non-standardised,Unstageable,5-years,2013-2017,England,24,:,:,:
Testis,Men,75-99,Non-standardised,Unstageable,5-years,2013-2017,England,34,:,:,:
Testis,Men,All ages,Non-standardised,Unstageable,5-years,2013-2017,England,158,87.4,79.5,95.4
Testis,Men,All ages,Age-standardised,Unstageable,5-years,2013-2017,England,158,:,:,:
Testis,Men,15-44,Non-standardised,Unknown/missing,5-years,2013-2017,England,"1,268",:,:,:
Testis,Men,45-54,Non-standardised,Unknown/missing,5-years,2013-2017,England,279,:,:,:
Testis,Men,55-64,Non-standardised,Unknown/missing,5-years,2013-2017,England,125,:,:,:
Testis,Men,65-74,Non-standardised,Unknown/missing,5-years,2013-2017,England,57,:,:,:
Testis,Men,75-99,Non-standardised,Unknown/missing,5-years,2013-2017,England,34,:,:,:
Testis,Men,All ages,Non-standardised,Unknown/missing,5-years,2013-2017,England,"1,763",95.7,94.5,96.9
Testis,Men,All ages,Age-standardised,Unknown/missing,5-years,2013-2017,England,"1,763",:,:,:
Testis,Men,15-44,Non-standardised,All stages combined,5-years,2013-2017,England,"6,968",97.7,97.2,98.1
Testis,Men,45-54,Non-standardised,All stages combined,5-years,2013-2017,England,"1,501",96.7,95.4,98.0
Testis,Men,55-64,Non-standardised,All stages combined,5-years,2013-2017,England,624,95.5,92.6,98.3
