Cancer site,Sex,Age group,Survival type,Stage,Survival time (years),Cohort,Country,Number of patients,Net survival,Net survival lower CI,Net survival upper CI
Testis,Men,65-74,Non-standardised,All stages combined,5-years,2013-2017,England,246,89.1,81.6,96.6
Testis,Men,75-99,Non-standardised,All stages combined,5-years,2013-2017,England,127,86.8,70.7,102.9
Testis,Men,All ages,Non-standardised,All stages combined,5-years,2013-2017,England,"9,466",97.0,96.5,97.5
Testis,Men,All ages,Age-standardised,All stages combined,5-years,2013-2017,England,"9,466",95.3,93.4,97.3
Thyroid,Men,15-54,Non-standardised,Stage 1,1-year,2013-2017,England,774,100.0,99.7,100.2
Thyroid,Men,55-64,Non-standardised,Stage 1,1-year,2013-2017,England,137,99.2,97.2,101.2
Thyroid,Men,65-74,Non-standardised,Stage 1,1-year,2013-2017,England,123,95.8,91.6,99.9
Thyroid,Men,75-99,Non-standardised,Stage 1,1-year,2013-2017,England,38,94.1,83.9,104.2
Thyroid,Men,All ages,Non-standardised,Stage 1,1-year,2013-2017,England,"1,072",99.2,98.5,99.9
Thyroid,Men,All ages,Age-standardised,Stage 1,1-year,2013-2017,England,"1,072",98.1,96.4,99.9
Thyroid,Men,15-44,Non-standardised,Stage 2,1-year,2013-2017,England,46,95.8,89.9,101.6
Thyroid,Men,45-54,Non-standardised,Stage 2,1-year,2013-2017,England,65,:,:,:
Thyroid,Men,55-64,Non-standardised,Stage 2,1-year,2013-2017,England,64,:,:,:
Thyroid,Men,65-74,Non-standardised,Stage 2,1-year,2013-2017,England,55,98.2,94.7,101.7
Thyroid,Men,75-99,Non-standardised,Stage 2,1-year,2013-2017,England,28,:,:,:
Thyroid,Men,All ages,Non-standardised,Stage 2,1-year,2013-2017,England,258,99.6,98.0,101.1
Thyroid,Men,All ages,Age-standardised,Stage 2,1-year,2013-2017,England,258,:,:,:
Thyroid,Men,15-54,Non-standardised,Stage 3,1-year,2013-2017,England,205,99.7,98.7,100.7
Thyroid,Men,55-64,Non-standardised,Stage 3,1-year,2013-2017,England,134,98.7,96.6,100.7
Thyroid,Men,65-74,Non-standardised,Stage 3,1-year,2013-2017,England,125,97.7,94.2,101.2
Thyroid,Men,75-99,Non-standardised,Stage 3,1-year,2013-2017,England,84,93.7,86.4,101.0
Thyroid,Men,All ages,Non-standardised,Stage 3,1-year,2013-2017,England,548,98.2,96.7,99.8
Thyroid,Men,All ages,Age-standardised,Stage 3,1-year,2013-2017,England,548,98.2,96.8,99.6
Thyroid,Men,15-44,Non-standardised,Stage 4,1-year,2013-2017,England,45,95.6,89.7,101.6
Thyroid,Men,45-54,Non-standardised,Stage 4,1-year,2013-2017,England,135,94.3,90.3,98.3
Thyroid,Men,55-64,Non-standardised,Stage 4,1-year,2013-2017,England,174,78.0,71.8,84.3
Thyroid,Men,65-74,Non-standardised,Stage 4,1-year,2013-2017,England,264,72.0,66.5,77.6
Thyroid,Men,75-99,Non-standardised,Stage 4,1-year,2013-2017,England,222,48.9,41.9,55.9
Thyroid,Men,All ages,Non-standardised,Stage 4,1-year,2013-2017,England,840,72.0,68.9,75.2
Thyroid,Men,All ages,Age-standardised,Stage 4,1-year,2013-2017,England,840,78.6,75.9,81.5
Thyroid,Men,15-44,Non-standardised,Unstageable,1-year,2013-2017,England,7,:,:,:
Thyroid,Men,45-54,Non-standardised,Unstageable,1-year,2013-2017,England,9,:,:,:
Thyroid,Men,55-64,Non-standardised,Unstageable,1-year,2013-2017,England,11,:,:,:
Thyroid,Men,65-74,Non-standardised,Unstageable,1-year,2013-2017,England,17,:,:,:
Thyroid,Men,75-99,Non-standardised,Unstageable,1-year,2013-2017,England,30,:,:,:
Thyroid,Men,All ages,Non-standardised,Unstageable,1-year,2013-2017,England,74,50.7,39.0,62.3
Thyroid,Men,All ages,Age-standardised,Unstageable,1-year,2013-2017,England,74,:,:,:
Thyroid,Men,15-44,Non-standardised,Unknown/missing,1-year,2013-2017,England,327,99.5,98.6,100.3
Thyroid,Men,45-54,Non-standardised,Unknown/missing,1-year,2013-2017,England,291,97.1,95.1,99.1
Thyroid,Men,55-64,Non-standardised,Unknown/missing,1-year,2013-2017,England,245,94.1,91.0,97.2
Thyroid,Men,65-74,Non-standardised,Unknown/missing,1-year,2013-2017,England,231,86.7,82.1,91.4
Thyroid,Men,75-99,Non-standardised,Unknown/missing,1-year,2013-2017,England,182,73.1,65.9,80.3
Thyroid,Men,All ages,Non-standardised,Unknown/missing,1-year,2013-2017,England,"1,276",91.9,90.2,93.5
Thyroid,Men,All ages,Age-standardised,Unknown/missing,1-year,2013-2017,England,"1,276",91.3,89.5,93.0
Thyroid,Men,15-44,Non-standardised,All stages combined,1-year,2013-2017,England,"1,090",99.5,99.0,99.9
Thyroid,Men,45-54,Non-standardised,All stages combined,1-year,2013-2017,England,814,97.8,96.7,98.9
Thyroid,Men,55-64,Non-standardised,All stages combined,1-year,2013-2017,England,765,92.4,90.4,94.4
Thyroid,Men,65-74,Non-standardised,All stages combined,1-year,2013-2017,England,815,85.3,82.7,87.8
Thyroid,Men,75-99,Non-standardised,All stages combined,1-year,2013-2017,England,584,67.2,63.1,71.4
Thyroid,Men,All ages,Non-standardised,All stages combined,1-year,2013-2017,England,"4,068",90.3,89.4,91.3
Thyroid,Men,All ages,Age-standardised,All stages combined,1-year,2013-2017,England,"4,068",89.6,88.6,90.7
Thyroid,Men,15-44,Non-standardised,Stage 1,5-years,2013-2017,England,632,:,:,:
Thyroid,Men,45-54,Non-standardised,Stage 1,5-years,2013-2017,England,142,:,:,:
Thyroid,Men,55-64,Non-standardised,Stage 1,5-years,2013-2017,England,137,:,:,:
Thyroid,Men,65-74,Non-standardised,Stage 1,5-years,2013-2017,England,123,:,:,:
Thyroid,Men,75-99,Non-standardised,Stage 1,5-years,2013-2017,England,38,:,:,:
Thyroid,Men,All ages,Non-standardised,Stage 1,5-years,2013-2017,England,"1,072",:,:,:
Thyroid,Men,All ages,Age-standardised,Stage 1,5-years,2013-2017,England,"1,072",:,:,:
Thyroid,Men,15-44,Non-standardised,Stage 2,5-years,2013-2017,England,46,:,:,:
Thyroid,Men,45-54,Non-standardised,Stage 2,5-years,2013-2017,England,65,:,:,:
Thyroid,Men,55-64,Non-standardised,Stage 2,5-years,2013-2017,England,64,:,:,:
Thyroid,Men,65-74,Non-standardised,Stage 2,5-years,2013-2017,England,55,:,:,:
Thyroid,Men,75-99,Non-standardised,Stage 2,5-years,2013-2017,England,28,:,:,:
Thyroid,Men,All ages,Non-standardised,Stage 2,5-years,2013-2017,England,258,99.0,93.9,104.2
Thyroid,Men,All ages,Age-standardised,Stage 2,5-years,2013-2017,England,258,:,:,:
Thyroid,Men,15-44,Non-standardised,Stage 3,5-years,2013-2017,England,33,:,:,:
Thyroid,Men,45-54,Non-standardised,Stage 3,5-years,2013-2017,England,172,:,:,:
Thyroid,Men,55-64,Non-standardised,Stage 3,5-years,2013-2017,England,134,:,:,:
Thyroid,Men,65-74,Non-standardised,Stage 3,5-years,2013-2017,England,125,:,:,:
Thyroid,Men,75-99,Non-standardised,Stage 3,5-years,2013-2017,England,84,72.5,46.8,98.2
Thyroid,Men,All ages,Non-standardised,Stage 3,5-years,2013-2017,England,548,92.0,85.5,98.5
Thyroid,Men,All ages,Age-standardised,Stage 3,5-years,2013-2017,England,548,:,:,:
Thyroid,Men,15-44,Non-standardised,Stage 4,5-years,2013-2017,England,45,:,:,:
Thyroid,Men,45-54,Non-standardised,Stage 4,5-years,2013-2017,England,135,:,:,:
Thyroid,Men,55-64,Non-standardised,Stage 4,5-years,2013-2017,England,174,:,:,:
Thyroid,Men,65-74,Non-standardised,Stage 4,5-years,2013-2017,England,264,54.8,46.7,62.9
Thyroid,Men,75-99,Non-standardised,Stage 4,5-years,2013-2017,England,222,31.0,19.0,43.1
Thyroid,Men,All ages,Non-standardised,Stage 4,5-years,2013-2017,England,840,58.2,53.0,63.3
Thyroid,Men,All ages,Age-standardised,Stage 4,5-years,2013-2017,England,840,:,:,:
Thyroid,Men,15-44,Non-standardised,Unstageable,5-years,2013-2017,England,7,:,:,:
Thyroid,Men,45-54,Non-standardised,Unstageable,5-years,2013-2017,England,9,:,:,:
Thyroid,Men,55-64,Non-standardised,Unstageable,5-years,2013-2017,England,11,:,:,:
Thyroid,Men,65-74,Non-standardised,Unstageable,5-years,2013-2017,England,17,:,:,:
Thyroid,Men,75-99,Non-standardised,Unstageable,5-years,2013-2017,England,30,:,:,:
Thyroid,Men,All ages,Non-standardised,Unstageable,5-years,2013-2017,England,74,:,:,:
Thyroid,Men,All ages,Age-standardised,Unstageable,5-years,2013-2017,England,74,:,:,:
Thyroid,Men,15-44,Non-standardised,Unknown/missing,5-years,2013-2017,England,327,:,:,:
Thyroid,Men,45-54,Non-standardised,Unknown/missing,5-years,2013-2017,England,291,94.7,91.3,98.1
Thyroid,Men,55-64,Non-standardised,Unknown/missing,5-years,2013-2017,England,245,:,:,:
Thyroid,Men,65-74,Non-standardised,Unknown/missing,5-years,2013-2017,England,231,81.5,74.0,89.0
Thyroid,Men,75-99,Non-standardised,Unknown/missing,5-years,2013-2017,England,182,60.7,47.9,73.6
Thyroid,Men,All ages,Non-standardised,Unknown/missing,5-years,2013-2017,England,"1,276",87.0,84.3,89.8
Thyroid,Men,All ages,Age-standardised,Unknown/missing,5-years,2013-2017,England,"1,276",:,:,:
Thyroid,Men,15-54,Non-standardised,All stages combined,5-years,2013-2017,England,"1,904",97.8,96.8,98.8
Thyroid,Men,55-64,Non-standardised,All stages combined,5-years,2013-2017,England,765,84.5,80.8,88.2
Thyroid,Men,65-74,Non-standardised,All stages combined,5-years,2013-2017,England,815,76.7,72.3,81.0
Thyroid,Men,75-99,Non-standardised,All stages combined,5-years,2013-2017,England,584,52.1,44.1,60.1
Thyroid,Men,All ages,Non-standardised,All stages combined,5-years,2013-2017,England,"4,068",84.5,82.7,86.3
Thyroid,Men,All ages,Age-standardised,All stages combined,5-years,2013-2017,England,"4,068",82.7,80.5,84.9
Thyroid,Women,15-44,Non-standardised,Stage 1,1-year,2013-2017,England,"2,582",100.0,99.8,100.1
Thyroid,Women,45-54,Non-standardised,Stage 1,1-year,2013-2017,England,687,100.0,99.7,100.3
Thyroid,Women,55-64,Non-standardised,Stage 1,1-year,2013-2017,England,428,99.7,98.9,100.5
Thyroid,Women,65-74,Non-standardised,Stage 1,1-year,2013-2017,England,339,100.0,99.0,101.0
Thyroid,Women,75-99,Non-standardised,Stage 1,1-year,2013-2017,England,117,97.8,94.5,101.2
Thyroid,Women,All ages,Non-standardised,Stage 1,1-year,2013-2017,England,"4,153",100.0,99.8,100.2
Thyroid,Women,All ages,Age-standardised,Stage 1,1-year,2013-2017,England,"4,153",99.6,99.1,100.2
Thyroid,Women,15-44,Non-standardised,Stage 2,1-year,2013-2017,England,102,:,:,:
Thyroid,Women,45-54,Non-standardised,Stage 2,1-year,2013-2017,England,286,:,:,:
Thyroid,Women,55-64,Non-standardised,Stage 2,1-year,2013-2017,England,171,99.0,97.4,100.6
Thyroid,Women,65-74,Non-standardised,Stage 2,1-year,2013-2017,England,161,100.0,100.0,100.0
Thyroid,Women,75-99,Non-standardised,Stage 2,1-year,2013-2017,England,66,97.6,92.5,102.7
Thyroid,Women,All ages,Non-standardised,Stage 2,1-year,2013-2017,England,786,99.8,99.2,100.3
Thyroid,Women,All ages,Age-standardised,Stage 2,1-year,2013-2017,England,786,:,:,:
Thyroid,Women,15-44,Non-standardised,Stage 3,1-year,2013-2017,England,80,:,:,:
Thyroid,Women,45-54,Non-standardised,Stage 3,1-year,2013-2017,England,332,:,:,:
Thyroid,Women,55-64,Non-standardised,Stage 3,1-year,2013-2017,England,271,99.4,98.1,100.6
Thyroid,Women,65-74,Non-standardised,Stage 3,1-year,2013-2017,England,253,99.7,98.3,101.0
Thyroid,Women,75-99,Non-standardised,Stage 3,1-year,2013-2017,England,158,98.4,94.6,102.3
Thyroid,Women,All ages,Non-standardised,Stage 3,1-year,2013-2017,England,"1,094",99.7,99.0,100.4
Thyroid,Women,All ages,Age-standardised,Stage 3,1-year,2013-2017,England,"1,094",:,:,:
Thyroid,Women,15-44,Non-standardised,Stage 4,1-year,2013-2017,England,69,98.6,95.8,101.4
Thyroid,Women,45-54,Non-standardised,Stage 4,1-year,2013-2017,England,173,91.5,87.3,95.7
Thyroid,Women,55-64,Non-standardised,Stage 4,1-year,2013-2017,England,191,77.1,71.1,83.1
Thyroid,Women,65-74,Non-standardised,Stage 4,1-year,2013-2017,England,236,60.0,53.7,66.3
Thyroid,Women,75-99,Non-standardised,Stage 4,1-year,2013-2017,England,333,46.1,40.6,51.7
Thyroid,Women,All ages,Non-standardised,Stage 4,1-year,2013-2017,England,"1,002",66.8,63.8,69.8
Thyroid,Women,All ages,Age-standardised,Stage 4,1-year,2013-2017,England,"1,002",75.3,72.8,77.8
Thyroid,Women,15-44,Non-standardised,Unstageable,1-year,2013-2017,England,37,:,:,:
Thyroid,Women,45-54,Non-standardised,Unstageable,1-year,2013-2017,England,26,92.4,82.3,102.4
Thyroid,Women,55-64,Non-standardised,Unstageable,1-year,2013-2017,England,20,85.2,70.2,100.2
Thyroid,Women,65-74,Non-standardised,Unstageable,1-year,2013-2017,England,15,86.9,70.3,103.5
Thyroid,Women,75-99,Non-standardised,Unstageable,1-year,2013-2017,England,71,:,:,:
Thyroid,Women,All ages,Non-standardised,Unstageable,1-year,2013-2017,England,169,62.2,54.8,69.7
Thyroid,Women,All ages,Age-standardised,Unstageable,1-year,2013-2017,England,169,:,:,:
Thyroid,Women,15-44,Non-standardised,Unknown/missing,1-year,2013-2017,England,"1,428",99.9,99.7,100.1
Thyroid,Women,45-54,Non-standardised,Unknown/missing,1-year,2013-2017,England,806,99.4,98.8,100.0
Thyroid,Women,55-64,Non-standardised,Unknown/missing,1-year,2013-2017,England,571,98.2,97.0,99.4
Thyroid,Women,65-74,Non-standardised,Unknown/missing,1-year,2013-2017,England,486,92.0,89.4,94.6
Thyroid,Women,75-99,Non-standardised,Unknown/missing,1-year,2013-2017,England,359,71.1,65.9,76.2
Thyroid,Women,All ages,Non-standardised,Unknown/missing,1-year,2013-2017,England,"3,650",95.7,95.0,96.4
Thyroid,Women,All ages,Age-standardised,Unknown/missing,1-year,2013-2017,England,"3,650",93.3,92.2,94.4
Thyroid,Women,15-44,Non-standardised,All stages combined,1-year,2013-2017,England,"4,298",99.9,99.8,100.0
Thyroid,Women,45-54,Non-standardised,All stages combined,1-year,2013-2017,England,"2,310",99.1,98.7,99.5
Thyroid,Women,55-64,Non-standardised,All stages combined,1-year,2013-2017,England,"1,652",96.4,95.4,97.3
Thyroid,Women,65-74,Non-standardised,All stages combined,1-year,2013-2017,England,"1,490",91.1,89.6,92.6
Thyroid,Women,75-99,Non-standardised,All stages combined,1-year,2013-2017,England,"1,104",69.0,66.1,71.9
Thyroid,Women,All ages,Non-standardised,All stages combined,1-year,2013-2017,England,"10,854",94.9,94.4,95.3
Thyroid,Women,All ages,Age-standardised,All stages combined,1-year,2013-2017,England,"10,854",92.3,91.6,93.0
Thyroid,Women,15-44,Non-standardised,Stage 1,5-years,2013-2017,England,"2,582",:,:,:
Thyroid,Women,45-54,Non-standardised,Stage 1,5-years,2013-2017,England,687,:,:,:
Thyroid,Women,55-64,Non-standardised,Stage 1,5-years,2013-2017,England,428,:,:,:
Thyroid,Women,65-74,Non-standardised,Stage 1,5-years,2013-2017,England,339,101.7,96.9,106.5
Thyroid,Women,75-99,Non-standardised,Stage 1,5-years,2013-2017,England,117,:,:,:
Thyroid,Women,All ages,Non-standardised,Stage 1,5-years,2013-2017,England,"4,153",100.1,99.5,100.8
Thyroid,Women,All ages,Age-standardised,Stage 1,5-years,2013-2017,England,"4,153",:,:,:
Thyroid,Women,15-44,Non-standardised,Stage 2,5-years,2013-2017,England,102,91.9,81.8,101.9
Thyroid,Women,45-54,Non-standardised,Stage 2,5-years,2013-2017,England,286,:,:,:
Thyroid,Women,55-64,Non-standardised,Stage 2,5-years,2013-2017,England,171,:,:,:
Thyroid,Women,65-74,Non-standardised,Stage 2,5-years,2013-2017,England,161,99.4,92.9,105.9
Thyroid,Women,75-99,Non-standardised,Stage 2,5-years,2013-2017,England,66,:,:,:
Thyroid,Women,All ages,Non-standardised,Stage 2,5-years,2013-2017,England,786,97.7,94.6,100.7
Thyroid,Women,All ages,Age-standardised,Stage 2,5-years,2013-2017,England,786,:,:,:
Thyroid,Women,15-44,Non-standardised,Stage 3,5-years,2013-2017,England,80,:,:,:
Thyroid,Women,45-54,Non-standardised,Stage 3,5-years,2013-2017,England,332,98.7,95.8,101.7
Thyroid,Women,55-64,Non-standardised,Stage 3,5-years,2013-2017,England,271,95.9,91.1,100.8
Thyroid,Women,65-74,Non-standardised,Stage 3,5-years,2013-2017,England,253,:,:,:
Thyroid,Women,75-99,Non-standardised,Stage 3,5-years,2013-2017,England,158,98.2,84.1,112.3
Thyroid,Women,All ages,Non-standardised,Stage 3,5-years,2013-2017,England,"1,094",98.0,95.0,101.0
Thyroid,Women,All ages,Age-standardised,Stage 3,5-years,2013-2017,England,"1,094",:,:,:
Thyroid,Women,15-44,Non-standardised,Stage 4,5-years,2013-2017,England,69,:,:,:
Thyroid,Women,45-54,Non-standardised,Stage 4,5-years,2013-2017,England,173,85.4,78.2,92.5
Thyroid,Women,55-64,Non-standardised,Stage 4,5-years,2013-2017,England,191,:,:,:
Thyroid,Women,65-74,Non-standardised,Stage 4,5-years,2013-2017,England,236,42.2,33.3,51.0
Thyroid,Women,75-99,Non-standardised,Stage 4,5-years,2013-2017,England,333,:,:,:
Thyroid,Women,All ages,Non-standardised,Stage 4,5-years,2013-2017,England,"1,002",54.9,50.5,59.2
Thyroid,Women,All ages,Age-standardised,Stage 4,5-years,2013-2017,England,"1,002",:,:,:
Thyroid,Women,15-44,Non-standardised,Unstageable,5-years,2013-2017,England,37,:,:,:
Thyroid,Women,45-54,Non-standardised,Unstageable,5-years,2013-2017,England,26,:,:,:
Thyroid,Women,55-64,Non-standardised,Unstageable,5-years,2013-2017,England,20,:,:,:
Thyroid,Women,65-74,Non-standardised,Unstageable,5-years,2013-2017,England,15,:,:,:
Thyroid,Women,75-99,Non-standardised,Unstageable,5-years,2013-2017,England,71,:,:,:
Thyroid,Women,All ages,Non-standardised,Unstageable,5-years,2013-2017,England,169,56.1,46.3,66.0
Thyroid,Women,All ages,Age-standardised,Unstageable,5-years,2013-2017,England,169,:,:,:
Thyroid,Women,15-44,Non-standardised,Unknown/missing,5-years,2013-2017,England,"1,428",:,:,:
Thyroid,Women,45-54,Non-standardised,Unknown/missing,5-years,2013-2017,England,806,:,:,:
Thyroid,Women,55-64,Non-standardised,Unknown/missing,5-years,2013-2017,England,571,98.1,96.1,100.1
Thyroid,Women,65-74,Non-standardised,Unknown/missing,5-years,2013-2017,England,486,:,:,:
Thyroid,Women,75-99,Non-standardised,Unknown/missing,5-years,2013-2017,England,359,61.2,52.2,70.2
Thyroid,Women,All ages,Non-standardised,Unknown/missing,5-years,2013-2017,England,"3,650",94.4,93.2,95.6
Thyroid,Women,All ages,Age-standardised,Unknown/missing,5-years,2013-2017,England,"3,650",:,:,:
Thyroid,Women,15-44,Non-standardised,All stages combined,5-years,2013-2017,England,"4,298",99.7,99.4,100.0
Thyroid,Women,45-54,Non-standardised,All stages combined,5-years,2013-2017,England,"2,310",97.9,96.9,98.9
Thyroid,Women,55-64,Non-standardised,All stages combined,5-years,2013-2017,England,"1,652",93.9,92.2,95.6
Thyroid,Women,65-74,Non-standardised,All stages combined,5-years,2013-2017,England,"1,490",88.1,85.5,90.6
Thyroid,Women,75-99,Non-standardised,All stages combined,5-years,2013-2017,England,"1,104",62.1,56.8,67.4
Thyroid,Women,All ages,Non-standardised,All stages combined,5-years,2013-2017,England,"10,854",93.0,92.2,93.8
Thyroid,Women,All ages,Age-standardised,All stages combined,5-years,2013-2017,England,"10,854",89.6,88.4,90.9
Thyroid,Persons,15-44,Non-standardised,Stage 1,1-year,2013-2017,England,"3,214",99.9,99.8,100.0
Thyroid,Persons,45-54,Non-standardised,Stage 1,1-year,2013-2017,England,829,100.0,99.8,100.3
Thyroid,Persons,55-64,Non-standardised,Stage 1,1-year,2013-2017,England,565,99.6,98.8,100.4
Thyroid,Persons,65-74,Non-standardised,Stage 1,1-year,2013-2017,England,462,99.0,97.6,100.3
Thyroid,Persons,75-99,Non-standardised,Stage 1,1-year,2013-2017,England,155,98.3,94.7,101.9
Thyroid,Persons,All ages,Non-standardised,Stage 1,1-year,2013-2017,England,"5,225",99.8,99.6,100.0
Thyroid,Persons,All ages,Age-standardised,Stage 1,1-year,2013-2017,England,"5,225",99.5,98.9,100.1
Thyroid,Persons,15-54,Non-standardised,Stage 2,1-year,2013-2017,England,499,99.8,99.2,100.3
Thyroid,Persons,55-64,Non-standardised,Stage 2,1-year,2013-2017,England,235,99.4,98.2,100.6
Thyroid,Persons,65-74,Non-standardised,Stage 2,1-year,2013-2017,England,216,99.6,98.7,100.5
Thyroid,Persons,75-99,Non-standardised,Stage 2,1-year,2013-2017,England,94,99.0,94.8,103.2
Thyroid,Persons,All ages,Non-standardised,Stage 2,1-year,2013-2017,England,"1,044",99.9,99.4,100.5
Thyroid,Persons,All ages,Age-standardised,Stage 2,1-year,2013-2017,England,"1,044",99.5,98.8,100.3
Thyroid,Persons,15-54,Non-standardised,Stage 3,1-year,2013-2017,England,617,100.0,99.7,100.3
Thyroid,Persons,55-64,Non-standardised,Stage 3,1-year,2013-2017,England,405,99.3,98.2,100.4
Thyroid,Persons,65-74,Non-standardised,Stage 3,1-year,2013-2017,England,378,99.2,97.8,100.7
Thyroid,Persons,75-99,Non-standardised,Stage 3,1-year,2013-2017,England,242,96.9,93.3,100.5
Thyroid,Persons,All ages,Non-standardised,Stage 3,1-year,2013-2017,England,"1,642",99.2,98.5,99.9
Thyroid,Persons,All ages,Age-standardised,Stage 3,1-year,2013-2017,England,"1,642",99.3,98.6,99.9
Thyroid,Persons,15-44,Non-standardised,Stage 4,1-year,2013-2017,England,114,97.4,94.5,100.4
Thyroid,Persons,45-54,Non-standardised,Stage 4,1-year,2013-2017,England,308,92.7,89.8,95.7
Thyroid,Persons,55-64,Non-standardised,Stage 4,1-year,2013-2017,England,365,77.6,73.3,81.9
Thyroid,Persons,65-74,Non-standardised,Stage 4,1-year,2013-2017,England,500,66.4,62.1,70.6
Thyroid,Persons,75-99,Non-standardised,Stage 4,1-year,2013-2017,England,555,47.3,42.9,51.6
Thyroid,Persons,All ages,Non-standardised,Stage 4,1-year,2013-2017,England,"1,842",69.2,67.0,71.4
Thyroid,Persons,All ages,Age-standardised,Stage 4,1-year,2013-2017,England,"1,842",77.1,75.3,78.9
Thyroid,Persons,15-54,Non-standardised,Unstageable,1-year,2013-2017,England,79,95.0,90.2,99.8
Thyroid,Persons,55-64,Non-standardised,Unstageable,1-year,2013-2017,England,31,77.6,63.3,92.0
Thyroid,Persons,65-74,Non-standardised,Unstageable,1-year,2013-2017,England,32,69.3,53.4,85.2
Thyroid,Persons,75-99,Non-standardised,Unstageable,1-year,2013-2017,England,101,21.3,13.0,29.6
Thyroid,Persons,All ages,Non-standardised,Unstageable,1-year,2013-2017,England,243,58.8,52.5,65.2
Thyroid,Persons,All ages,Age-standardised,Unstageable,1-year,2013-2017,England,243,69.3,63.7,75.4
Thyroid,Persons,15-44,Non-standardised,Unknown/missing,1-year,2013-2017,England,"1,755",99.8,99.6,100.1
Thyroid,Persons,45-54,Non-standardised,Unknown/missing,1-year,2013-2017,England,"1,097",98.8,98.1,99.5
Thyroid,Persons,55-64,Non-standardised,Unknown/missing,1-year,2013-2017,England,816,97.1,95.8,98.3
Thyroid,Persons,65-74,Non-standardised,Unknown/missing,1-year,2013-2017,England,717,90.3,88.0,92.6
Thyroid,Persons,75-99,Non-standardised,Unknown/missing,1-year,2013-2017,England,541,71.8,67.6,76.0
Thyroid,Persons,All ages,Non-standardised,Unknown/missing,1-year,2013-2017,England,"4,926",94.7,94.0,95.4
Thyroid,Persons,All ages,Age-standardised,Unknown/missing,1-year,2013-2017,England,"4,926",92.7,91.8,93.7
Thyroid,Persons,15-44,Non-standardised,All stages combined,1-year,2013-2017,England,"5,388",99.8,99.7,100.0
Thyroid,Persons,45-54,Non-standardised,All stages combined,1-year,2013-2017,England,"3,124",98.8,98.4,99.2
Thyroid,Persons,55-64,Non-standardised,All stages combined,1-year,2013-2017,England,"2,417",95.1,94.2,96.0
Thyroid,Persons,65-74,Non-standardised,All stages combined,1-year,2013-2017,England,"2,305",89.0,87.7,90.4
Thyroid,Persons,75-99,Non-standardised,All stages combined,1-year,2013-2017,England,"1,688",68.4,66.0,70.8
Thyroid,Persons,All ages,Non-standardised,All stages combined,1-year,2013-2017,England,"14,922",93.6,93.2,94.1
Thyroid,Persons,All ages,Age-standardised,All stages combined,1-year,2013-2017,England,"14,922",91.4,90.9,92.0
Thyroid,Persons,15-44,Non-standardised,Stage 1,5-years,2013-2017,England,"3,214",:,:,:
Thyroid,Persons,45-54,Non-standardised,Stage 1,5-years,2013-2017,England,829,:,:,:
Thyroid,Persons,55-64,Non-standardised,Stage 1,5-years,2013-2017,England,565,:,:,:
Thyroid,Persons,65-74,Non-standardised,Stage 1,5-years,2013-2017,England,462,98.8,94.4,103.2
Thyroid,Persons,75-99,Non-standardised,Stage 1,5-years,2013-2017,England,155,:,:,:
Thyroid,Persons,All ages,Non-standardised,Stage 1,5-years,2013-2017,England,"5,225",99.8,99.2,100.4
Thyroid,Persons,All ages,Age-standardised,Stage 1,5-years,2013-2017,England,"5,225",:,:,:
Thyroid,Persons,15-44,Non-standardised,Stage 2,5-years,2013-2017,England,148,92.2,84.7,99.7
Thyroid,Persons,45-54,Non-standardised,Stage 2,5-years,2013-2017,England,351,:,:,:
Thyroid,Persons,55-64,Non-standardised,Stage 2,5-years,2013-2017,England,235,:,:,:
Thyroid,Persons,65-74,Non-standardised,Stage 2,5-years,2013-2017,England,216,99.8,94.3,105.3
Thyroid,Persons,75-99,Non-standardised,Stage 2,5-years,2013-2017,England,94,96.7,79.5,113.8
Thyroid,Persons,All ages,Non-standardised,Stage 2,5-years,2013-2017,England,"1,044",98.0,95.4,100.7
Thyroid,Persons,All ages,Age-standardised,Stage 2,5-years,2013-2017,England,"1,044",:,:,:
Thyroid,Persons,15-44,Non-standardised,Stage 3,5-years,2013-2017,England,113,:,:,:
Thyroid,Persons,45-54,Non-standardised,Stage 3,5-years,2013-2017,England,504,98.3,95.5,101.2
